month,author,confidence,paper_summary,summary_of_strengths,summary_of_weaknesses,"comments,_suggestions_and_typos",overall_assessment,datasets,software,author_identity_guess,missed_assignments,count
2021- 12-01,Aili Shen,4.0,424.0,204.0,1466.0,56.0,2.0,3.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Aitor Ormazabal,4.0,3565.0,379.0,280.0,271.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Akiko Aizawa,3.0,370.0,148.0,344.0,964.0,2.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Akshay Chaturvedi,4.0,583.0,153.0,701.0,369.0,3.0,1.0,3.0,4.0,0.0,No. of papers: 1
2021- 12-01,Alan Ramponi,4.0,1619.0,233.0,596.0,1310.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Alberto Lavelli,3.0,258.0,4.0,287.0,936.0,2.0,2.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Aleksandra Edwards,4.0,857.0,480.0,1166.0,155.0,2.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Alessandro Lenci,4.0,493.0,94.0,946.0,792.0,3.0,5.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Alex Wang,3.0,176.0,878.0,1265.0,192.0,3.5,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Alex Warstadt,4.0,593.0,342.0,699.0,1036.0,3.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Alexander Mehler,4.0,687.0,381.0,2934.0,656.0,2.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Alexandra Chronopoulou,3.0,736.0,372.0,513.0,49.0,3.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Alexandre Berard,3.0,874.0,620.0,2892.0,1087.0,4.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Alvin Chan,3.3333333333333335,714.3333333333334,176.66666666666666,344.6666666666667,211.66666666666666,3.0,2.0,3.0,1.0,0.0,No. of papers: 3
2021- 12-01,Amirhossein Kazemnejad,4.0,1475.0,756.0,3089.0,1141.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Amita Misra,3.0,1041.0,128.0,555.0,136.0,2.5,4.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Amy Siu,4.0,298.0,39.0,687.0,1032.0,2.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Andrea Galassi,2.0,1551.0,149.0,314.0,263.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Andrea Horbach,4.0,307.0,105.0,717.0,2239.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Anette Frank,4.0,2092.0,798.0,3553.0,878.0,2.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Ankur Bapna,5.0,2276.0,380.0,1329.0,196.0,5.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Annette Rios,3.0,165.0,37.0,1774.0,1514.0,1.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Anoop Kunchukuttan,5.0,313.0,273.0,639.0,137.0,3.0,3.0,1.0,3.0,0.0,No. of papers: 1
2021- 12-01,Anshuman Suri,4.0,459.0,605.0,1860.0,2129.0,2.5,1.0,3.0,4.0,0.0,No. of papers: 1
2021- 12-01,Apoorv Saxena,4.0,449.0,90.0,90.0,90.0,4.0,3.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Arkil Patel,4.0,826.0,637.0,5330.0,507.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Arthur Brazinskas,4.0,768.0,186.0,379.0,85.0,2.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Artur Kulmizev,4.0,2259.0,303.0,2696.0,1130.0,2.5,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Ashish Sharma,4.0,727.0,252.0,2111.0,400.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Balaji Vasan Srinivasan,5.0,470.0,380.0,241.0,4.0,4.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Baoxun Wang,5.0,460.0,466.0,848.0,5.0,3.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Barun Patra,3.0,823.0,379.0,4040.0,113.0,2.5,3.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bashar Alhafni,3.0,1074.0,617.0,275.0,1458.0,4.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Behnam Hedayatnia,3.0,776.0,990.0,688.0,348.0,4.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bei Yu,4.0,109.0,182.0,831.0,68.0,2.0,2.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Benfeng Xu,5.0,1156.0,334.0,1025.0,990.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Benjamin Durme,5.0,1290.0,726.0,2431.0,786.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Benyamin Ahmadnia,4.0,155.0,103.5,433.0,28.0,3.75,2.5,2.5,1.0,0.0,No. of papers: 2
2021- 12-01,Besnik Fetahu,5.0,554.0,98.0,128.0,294.0,1.5,2.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bin Liang,4.0,475.0,229.0,1850.0,26.0,2.0,1.0,4.0,4.0,0.0,No. of papers: 1
2021- 12-01,Bing Liu,4.0,325.0,345.0,410.0,92.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Binyuan Hui,2.0,234.0,140.0,514.0,25.0,3.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bo Zheng,3.0,496.0,147.0,313.0,10.0,3.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bobby Wu,4.0,347.0,411.0,479.0,45.0,2.0,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bowen Li,4.0,720.0,731.0,997.0,57.0,2.5,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bowen Yu,4.0,325.0,613.0,350.0,3.0,3.5,4.0,4.0,4.0,0.0,No. of papers: 1
2021- 12-01,Bowen Zhang,4.0,594.0,195.0,423.0,79.0,3.0,2.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Boxin Wang,3.0,624.0,204.0,1363.0,642.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Brendan Kennedy,4.0,1129.0,364.0,2198.0,4604.0,2.5,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Brian Roark,5.0,811.0,154.0,1096.0,5202.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bryan Eikema,3.0,817.0,141.0,198.0,165.0,4.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Bryan Plummer,4.0,471.0,330.0,2904.0,35.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Byung-Doh Oh,4.0,1087.0,463.0,2660.0,1516.0,2.0,2.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Caleb Ziems,4.0,987.0,1250.0,2966.0,759.0,3.5,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Camilo Thorne,3.0,625.0,704.0,591.0,489.0,3.0,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Carlos Escolano,3.0,890.0,490.0,484.0,874.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Casey Kennington,4.0,287.0,159.0,2807.0,567.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Catherine Finegan-Dollak,3.0,943.0,1339.0,74.0,656.0,4.5,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Changbing Yang,3.0,702.0,126.0,180.0,97.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chao Shang,3.0,535.5,381.5,814.5,79.5,2.5,2.5,3.0,1.0,0.0,No. of papers: 2
2021- 12-01,Chao-Chun Hsu,4.0,662.0,212.0,371.0,406.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chao-Chun Liang,4.0,798.0,255.0,635.0,2071.0,2.5,3.0,3.0,4.0,0.0,No. of papers: 1
2021- 12-01,Chao-Wei Huang,3.0,482.0,237.0,330.0,452.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chen Liu,3.0,445.0,92.0,847.0,88.0,1.5,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chen Zhao,5.0,445.0,186.0,741.0,146.0,2.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chengjie Sun,3.0,245.0,112.0,58.0,527.0,3.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chenglei Si,3.0,717.0,92.0,841.0,68.0,1.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chenguang Wang,4.0,476.0,194.0,476.0,698.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chenhua Chen,4.0,588.0,498.0,3982.0,874.0,2.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chenliang Li,4.0,504.0,463.0,500.0,439.0,4.0,3.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chenze Shao,4.0,1229.0,248.0,295.0,377.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chi-Liang Liu,4.0,799.0,242.0,554.0,799.0,4.0,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Christos Christodoulopoulos,4.0,588.0,372.0,249.0,2877.0,4.0,5.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chuang Fan,3.0,637.0,231.0,331.0,3.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chujie Zheng,4.0,370.0,92.0,1238.0,20.0,2.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chunyang Xiao,4.0,433.0,304.0,571.0,288.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Chunyuan Li,3.0,527.0,345.0,656.0,661.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Claudia Soria,5.0,161.0,333.0,494.0,409.0,1.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Conghui Zhu,4.0,198.0,113.0,120.0,275.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Cuong Hoang,4.0,1203.0,140.0,2061.0,2685.0,2.0,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Da Ren,3.0,228.0,112.0,249.0,1488.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Damien Lolive,4.0,561.0,291.0,605.0,1.0,4.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Daniel Fried,5.0,2087.0,1092.0,2067.0,671.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Daniele Bonadiman,3.0,653.0,185.0,388.0,1136.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Danilo Croce,4.0,561.0,406.0,266.0,231.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Danushka Bollegala,5.0,431.0,139.5,3882.5,505.0,1.0,1.0,1.0,1.0,0.0,No. of papers: 2
2021- 12-01,Daoyuan Chen,4.0,629.0,96.0,1290.0,1116.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,David Semedo,3.0,441.0,347.0,915.0,233.0,2.5,1.0,1.0,3.0,0.0,No. of papers: 1
2021- 12-01,Debanjan Ghosh,4.0,1232.0,466.0,629.0,281.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Debasis Ganguly,4.0,518.5,130.0,1934.0,574.0,2.25,2.5,3.0,1.0,0.0,No. of papers: 2
2021- 12-01,Deming Ye,5.0,365.0,36.0,794.0,96.0,2.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Denilson Barbosa,5.0,436.0,164.0,781.0,3.0,1.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Dexi Liu,3.0,274.0,144.0,303.0,1773.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Dhanasekar Sundararaman,4.0,800.0,389.0,923.0,94.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Diane Napolitano,4.0,519.0,216.0,122.0,462.0,4.0,3.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Dianqi Li,4.0,477.0,156.0,1633.0,552.0,1.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Dieuwke Hupkes,2.0,858.0,595.0,5429.0,1002.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Dirk Hovy,4.0,390.0,88.0,1801.0,2659.5,2.0,2.5,1.0,1.0,0.0,No. of papers: 2
2021- 12-01,Divyansh Kaushik,4.0,1568.0,467.0,93.0,3.0,4.0,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Djoerd Hiemstra,5.0,833.0,306.0,845.0,714.0,3.5,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Dongdong Zhang,4.0,602.0,341.0,686.0,3.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Dongyub Lee,4.0,351.0,107.0,834.0,260.0,1.5,4.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Ece Takmaz,4.0,1367.0,913.0,1698.0,1540.0,3.0,5.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Edoardo Barba,4.0,89.0,187.0,57.0,582.0,4.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Eiji Aramaki,3.0,275.0,113.0,591.0,7.0,2.0,3.0,2.0,2.0,0.0,No. of papers: 1
2021- 12-01,Elena Voita,4.0,1189.0,178.0,1250.0,412.0,2.5,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Emilia Apostolova,4.0,636.0,239.0,132.0,722.0,4.0,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Emily Sheng,3.5,494.5,305.5,1685.0,825.0,2.75,2.0,2.0,1.0,0.0,No. of papers: 2
2021- 12-01,Erik Jones,3.0,898.0,331.0,1593.0,1078.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Ethel Ong,3.0,841.0,621.0,505.0,1956.0,3.5,5.0,5.0,1.0,0.0,No. of papers: 1
2021- 12-01,Eunsol Choi,3.0,1251.0,727.0,960.0,3.0,3.5,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Evangelos Kanoulas,3.0,852.0,257.0,2449.0,126.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Fabien Cromieres,4.0,1943.0,624.0,322.0,1814.0,4.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Fajri Koto,3.0,1385.0,175.0,656.0,52.0,3.5,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Fan Yang,4.0,529.0,228.0,667.0,240.0,3.0,3.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Fandong Meng,4.0,963.0,203.0,416.0,36.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Feifan Fan,3.0,343.0,346.0,740.0,339.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Feilong Chen,4.0,330.0,131.0,647.0,10.0,3.0,1.0,1.0,4.0,0.0,No. of papers: 1
2021- 12-01,Firoj Alam,4.0,286.0,414.0,78.0,723.0,4.5,5.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Flor Miriam del Arco,5.0,483.5,492.5,1106.0,1028.5,3.0,2.0,1.0,1.0,0.0,No. of papers: 2
2021- 12-01,Florian Kunneman,4.0,460.0,459.0,656.0,133.0,4.0,3.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Francis Ferraro,4.0,788.0,344.0,1242.0,425.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Franck Dernoncourt,4.0,252.0,249.0,76.0,160.0,4.0,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Gabriela Ramírez de la Rosa,3.0,753.0,444.0,551.0,1625.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Gabriele Pergola,4.0,789.0,255.0,2555.0,1482.0,2.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Gaurav Maheshwari,2.0,559.0,295.0,711.0,218.0,4.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Geetanjali Rakshit,4.0,885.0,452.0,801.0,385.0,3.0,5.0,5.0,1.0,0.0,No. of papers: 1
2021- 12-01,Gemma Boleda,3.6666666666666665,289.0,296.3333333333333,1835.0,1030.0,3.1666666666666665,2.0,2.0,1.0,0.0,No. of papers: 3
2021- 12-01,Gene Kim,4.0,811.0,727.0,2857.0,888.0,1.5,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,George Foster,3.0,380.0,304.0,1023.0,521.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Georgi Karadzhov,1.0,378.0,202.0,1673.0,27.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Georgios Alexandridis,4.0,376.0,271.0,442.0,1.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Giannis Bekoulis,3.0,122.0,359.0,253.5,344.5,3.0,3.5,3.5,1.0,0.0,No. of papers: 2
2021- 12-01,Gijs Wijnholds,2.0,2392.0,52.0,87.0,233.0,2.5,4.0,4.0,3.0,0.0,No. of papers: 1
2021- 12-01,Giorgos Vernikos,4.0,1519.0,131.0,1242.0,195.0,2.5,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Giovanni Da San Martino,4.0,164.0,85.0,1134.0,1296.0,1.5,2.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Giulio Zhou,3.0,799.0,148.0,179.0,1812.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Greg Hanneman,4.0,1174.0,940.0,1186.0,3328.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Guangrun Wang,5.0,304.0,795.0,1251.0,1930.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Guanhua Chen,4.0,397.0,385.0,360.0,312.0,3.0,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Guanhua Zhang,4.0,539.0,260.5,591.0,385.5,3.0,2.0,2.0,1.0,0.0,No. of papers: 2
2021- 12-01,Guoyin Wang,3.0,490.0,526.0,302.0,103.0,3.5,4.0,5.0,1.0,0.0,No. of papers: 1
2021- 12-01,Gyuwan Kim,3.0,223.0,106.0,485.0,634.0,2.0,1.0,2.0,4.0,0.0,No. of papers: 1
2021- 12-01,Haipeng Sun,4.0,566.0,221.0,563.0,42.0,3.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Haisong Zhang,5.0,262.0,25.0,1208.0,4.0,2.0,5.0,5.0,5.0,0.0,No. of papers: 1
2021- 12-01,Haizhou Li,5.0,215.0,155.0,523.0,152.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hangbo Bao,2.0,302.0,126.0,151.0,3.0,2.5,1.0,1.0,4.0,0.0,No. of papers: 1
2021- 12-01,Hao Fei,4.0,442.0,920.0,1030.0,328.0,3.0,5.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Haoyu Zhang,3.0,309.0,110.0,162.0,233.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hassam Alhuzali,4.0,635.0,148.0,1879.0,531.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hassan Shavarani,5.0,913.0,231.0,377.0,2068.0,4.0,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Heather Pon-Barry,3.0,1037.0,487.0,1365.0,3.0,4.0,3.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hemant Purohit,4.0,737.0,744.0,1513.0,60.5,2.0,2.5,1.0,1.0,0.0,No. of papers: 2
2021- 12-01,Henning Wachsmuth,4.0,794.0,966.0,402.0,898.0,4.0,5.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Henry Le,4.0,335.0,633.0,1277.0,613.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hexiang Hu,3.0,453.0,855.0,953.5,278.0,3.0,3.0,2.5,1.5,0.0,No. of papers: 2
2021- 12-01,Heyan Huang,4.0,525.0,387.0,447.0,673.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hirokazu Kiyomaru,4.0,618.0,516.0,1746.0,1016.0,2.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hiroya Takamura,3.5,621.0,390.5,990.0,58.5,3.75,4.0,3.5,1.0,0.0,No. of papers: 2
2021- 12-01,Hoang-Quoc Nguyen-Son,4.0,474.0,225.0,942.0,250.0,3.0,1.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hong Wang,3.0,818.0,96.0,260.0,247.0,2.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hongfei Lin,4.0,298.0,507.0,1042.0,334.0,2.5,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hongyu Li,1.0,189.0,158.0,266.0,13.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Howard Chen,2.0,579.0,158.0,513.0,179.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hua Shen,4.0,661.0,520.0,1200.0,69.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hugo Oliveira,2.0,551.0,311.0,592.0,585.0,2.5,3.0,1.0,3.0,0.0,No. of papers: 1
2021- 12-01,Huijun Zhang,3.0,266.0,135.0,97.0,1110.0,1.5,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hung-yi Lee,3.0,172.0,84.0,180.0,1152.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Huy Nguyen,4.0,390.0,672.0,2893.0,542.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hyounghun Kim,3.3333333333333335,398.0,194.0,564.6666666666666,355.0,2.6666666666666665,1.0,3.0,1.0,0.0,No. of papers: 3
2021- 12-01,Hyun-Je Song,4.0,280.0,283.0,374.0,747.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Hyunwoo Kim,4.0,298.0,114.0,1063.0,337.0,2.0,3.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Iacer Calixto,3.0,706.0,262.0,1208.0,2555.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Igor Shalyminov,4.333333333333333,980.0,378.0,383.0,270.6666666666667,2.0,1.0,1.0,2.0,0.0,No. of papers: 3
2021- 12-01,Indira Sen,3.5,424.0,233.0,283.5,3023.5,2.25,3.0,1.0,2.5,0.0,No. of papers: 2
2021- 12-01,Inkit Padhi,4.0,528.0,190.0,976.0,107.0,3.0,1.0,3.0,4.0,0.0,No. of papers: 1
2021- 12-01,Jaap Jumelet,3.0,694.0,373.0,898.0,961.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jacob Eisenstein,3.0,372.0,779.0,948.0,441.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,James Barry,3.0,678.0,968.0,588.0,260.0,3.5,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,James Thorne,3.0,1507.0,621.0,425.0,304.0,3.0,3.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jamin Shin,4.0,7587.0,22.0,21.0,22.0,2.0,2.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jasabanta Patro,3.0,341.0,68.0,74.0,2.0,3.5,3.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jesse Thomason,5.0,90.0,91.0,2142.0,1065.0,2.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jesús Vilares,3.0,1757.0,65.0,190.0,2102.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jiacheng Xu,4.0,675.0,912.0,955.0,438.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jian Guan,5.0,238.0,50.0,910.0,234.0,3.0,5.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jian SUN,4.0,442.0,283.0,228.0,240.0,2.5,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jiang Guo,3.0,1105.0,404.0,995.0,19.0,3.5,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jianguo Zhang,3.0,666.0,294.0,1146.0,518.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jiannan Xiang,4.0,289.0,278.0,204.0,70.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jiaqi Guo,3.0,1076.0,143.0,850.0,732.0,3.0,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jiazhan Feng,4.0,243.0,255.0,518.0,148.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jie Zhou,3.0,269.0,153.0,432.0,9.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jinchao Li,3.0,225.0,297.0,498.0,594.0,3.0,4.0,1.0,4.0,0.0,No. of papers: 1
2021- 12-01,Jing Gu,4.0,709.0,509.0,992.0,3.0,3.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jingang Wang,3.0,328.0,322.0,389.0,57.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jingbo Xia,5.0,261.0,157.0,357.0,217.0,4.0,4.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jingjing Xu,4.0,452.0,326.0,1202.0,208.0,2.5,1.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jingqing Zhang,5.0,512.0,509.0,1180.0,1034.0,3.5,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jinho Choi,5.0,631.0,201.0,885.0,1798.0,2.5,4.0,1.0,1.0,0.0,No. of papers: 1
2021- 12-01,Joakim Gustafson,3.0,723.0,200.5,1565.5,269.0,3.25,1.0,3.0,2.0,0.0,No. of papers: 2
2021- 12-01,Joan Byamugisha,5.0,723.0,343.0,2377.0,29.0,1.0,3.0,2.0,1.0,0.0,No. of papers: 1
2021- 12-01,John Lalor,4.0,1908.0,57.0,125.0,3.0,2.0,1.0,4.0,1.0,0.0,No. of papers: 1
2021- 12-01,Jose Camacho-Collados,2.6666666666666665,679.0,251.0,542.6666666666666,2176.6666666666665,3.3333333333333335,3.0,2.3333333333333335,1.0,0.0,No. of papers: 3
2021- 12-01,João Sedoc,4.0,388.0,382.0,612.0,762.0,3.5,4.0,3.0,1.0,0.0,No. of papers: 1
2021- 12-01,Juan Banda,4.0,523.0,203.0,180.0,93.0,4.0,4.0,3.0,1.0,0.0,No. of papers: 1
